"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
659,"Germany","Female",52,5,127845.83,1,0,0,93844.82,1
564,"Germany","Male",38,4,109342.82,2,0,1,141778.52,0
850,"Spain","Male",32,5,0,2,1,0,3830.59,0
709,"France","Male",38,9,0,1,1,0,113046.31,0
668,"Spain","Male",25,5,0,2,1,0,131660.31,0
667,"Germany","Male",26,1,81811.71,2,1,1,150661.42,0
653,"France","Male",31,9,135923.79,1,1,1,100556.98,0
691,"Spain","Male",54,0,82374.67,4,1,1,86022.92,1
703,"Spain","Female",29,5,0,2,1,1,111241.37,0
697,"France","Female",43,10,0,2,0,0,92887.06,0
785,"France","Female",31,2,0,2,1,1,163516.16,0
656,"France","Female",39,6,0,2,1,0,676.48,0
679,"France","Female",40,7,0,2,1,1,187905.12,0
589,"France","Female",21,2,0,2,1,0,183566.74,0
748,"France","Male",30,5,0,1,0,1,109626.03,0
642,"France","Male",27,6,80780.67,1,1,1,181890.41,0
653,"Germany","Male",33,1,154741.45,2,1,0,25183.01,0
627,"France","Male",27,2,0,2,1,0,130824.57,0
555,"Germany","Male",41,2,113270.2,2,1,1,185366.56,0
561,"Spain","Female",35,3,131317.88,2,0,1,93766.92,0
661,"France","Male",30,3,0,2,1,0,181499.87,0
624,"France","Male",32,5,0,2,1,0,160589.18,0
605,"France","Female",30,3,0,1,1,0,177622.38,0
667,"France","Female",32,3,0,2,1,1,75465.41,0
721,"France","Male",37,5,0,2,0,0,162922.65,0
717,"France","Male",30,3,0,2,1,0,117572.59,0
754,"France","Female",30,3,87926.29,2,1,0,121765,0
729,"France","Male",52,6,0,1,1,0,149535.97,1
718,"Spain","Male",39,6,0,1,0,1,63889.1,0
561,"Germany","Female",52,8,123911.58,1,1,0,166479.99,1
684,"Germany","Female",43,8,117034.32,1,0,1,72993.67,1
632,"France","Female",46,8,0,2,1,1,27886.77,0
607,"France","Male",41,6,0,2,0,0,166682.57,0
652,"Germany","Male",37,5,153360.46,2,0,0,94439,0
687,"France","Male",33,9,0,2,1,0,153895.56,0
752,"France","Male",36,5,164557.95,1,1,0,82868.33,0
632,"France","Female",31,0,0,2,1,0,60920.03,0
706,"France","Male",32,8,0,2,1,1,35625.29,0
564,"France","Male",37,1,0,1,1,1,153604.44,1
678,"France","Male",31,2,0,2,1,0,92381.01,0
581,"France","Female",40,10,0,1,1,0,85801.72,1
744,"France","Male",37,6,0,2,1,1,137944.16,0
607,"Germany","Male",33,1,115350.63,1,1,1,179032.68,0
710,"France","Male",36,2,0,2,1,0,166850.56,0
611,"Germany","Male",35,2,149961.61,1,1,1,141400.51,0
667,"France","Female",34,1,0,2,0,1,119110.03,0
553,"France","Male",34,8,172390.74,1,1,0,173365.9,0
583,"France","Male",28,6,0,2,1,0,106655.02,0
693,"France","Male",40,5,102535.57,2,0,1,133877.22,0
696,"France","Male",32,3,152797.39,2,1,0,153381.86,0
652,"Spain","Female",38,2,0,1,1,0,106626.92,0
629,"Spain","Male",36,7,135216.8,1,1,0,122022.89,1
659,"France","Female",32,1,164584.99,2,0,0,168882.84,0
660,"France","Male",41,5,0,2,0,1,117834.91,0
725,"France","Male",34,4,0,2,1,1,1710.89,0
661,"Spain","Female",39,1,0,2,1,1,27608.12,0
591,"France","Male",32,9,141234.98,1,1,1,166370.81,0
646,"Germany","Female",51,4,102729.55,1,1,1,94570.78,1
590,"Germany","Female",27,3,123599.49,1,0,1,1676.92,0
610,"France","Male",40,2,0,2,1,0,91578.62,0
706,"Spain","Male",57,3,73314.04,3,1,0,32174.03,1
676,"Germany","Male",45,1,107135.04,2,1,1,88592.8,0
726,"Germany","Male",29,3,113923.81,2,1,0,177028,0
692,"Germany","Female",35,6,128760.32,1,0,0,174434.06,0
681,"France","Female",41,7,0,2,1,1,168516.72,0
524,"France","Female",36,10,0,1,0,0,109614.57,1
516,"France","Female",37,1,0,2,1,1,99866.77,0
652,"Germany","Male",35,3,102238.01,1,1,1,183490.99,0
714,"Spain","Male",34,5,0,2,1,1,193040.32,0
681,"France","Male",30,4,106138.33,2,0,0,171668.2,0
683,"Spain","Male",28,1,0,2,1,1,177747.03,0
587,"Germany","Male",41,8,103599.86,2,1,0,108528.15,0
616,"France","Male",36,8,93608.28,1,1,0,168816.22,1
635,"France","Male",34,6,0,2,1,1,168053.4,0
710,"Spain","Male",32,3,0,2,0,0,26261.42,0
636,"Germany","Female",38,7,144287.6,2,1,0,29552.7,0
663,"France","Female",54,7,0,1,1,0,187597.54,1
686,"France","Female",49,2,0,1,0,1,190296.76,1
592,"France","Male",66,1,0,2,1,1,73371.38,0
712,"Spain","Male",38,8,145166.09,1,1,0,147261.58,0
773,"Spain","Male",39,8,0,1,0,1,182081.45,0
656,"France","Male",65,6,0,1,1,1,82697.79,1
618,"Spain","Male",32,5,0,2,0,1,154843.4,0
718,"Spain","Male",28,8,165610.88,1,1,1,167032.92,0
699,"France","Male",36,2,0,2,0,0,176902.83,0
682,"France","Male",40,8,82596.8,1,1,1,90876.95,0
539,"France","Female",57,2,0,1,1,0,9679.28,1
850,"France","Female",29,4,0,2,1,0,93736.37,0
634,"France","Male",41,1,0,2,1,0,74267.35,0
749,"France","Male",32,5,151766.72,1,0,1,162022.68,0
850,"Germany","Male",44,9,106804.26,2,1,1,114083.73,0
671,"Germany","Male",51,4,107959.39,1,1,0,56768.28,1
678,"France","Female",37,7,0,2,1,1,55100.09,0
545,"France","Male",35,9,0,2,1,0,62647.41,0
681,"Germany","Male",32,4,148884.47,2,1,1,83611.45,0
733,"Germany","Male",45,3,131156.76,2,0,1,10074.05,0
628,"Spain","Male",41,9,0,2,1,0,113931.57,0
618,"Germany","Female",32,1,133245.52,2,1,1,54495.82,0
472,"France","Male",36,3,0,2,1,0,56593.11,0
696,"France","Male",50,6,0,2,1,0,129890.91,1
686,"France","Female",43,8,0,2,1,0,61538.43,0
727,"Germany","Female",37,2,116968.91,1,0,1,27802,0
706,"France","Male",30,3,0,2,1,1,180598.66,0
691,"France","Female",41,10,0,1,1,1,118974.85,0
677,"Germany","Female",43,3,102989.83,1,1,1,28778.98,1
569,"France","Male",28,1,0,2,1,0,176925.69,0
705,"Spain","Male",23,2,137761.55,1,1,1,51695.41,0
600,"France","Female",32,9,0,2,1,0,199493.38,0
726,"France","Female",46,2,0,1,1,0,135906.33,1
704,"Spain","Male",48,5,167997.6,1,1,1,173498.45,0
569,"Spain","Male",35,4,116969.35,1,0,0,94488.82,0
701,"Spain","Male",29,1,103421.32,1,1,1,76304.73,0
678,"Germany","Male",38,6,125552.63,1,0,0,126565.21,0
590,"Spain","Male",33,3,0,2,0,0,126253.31,0
681,"France","Female",42,3,0,2,1,0,103932.58,0
661,"France","Female",48,2,0,2,1,1,176713.21,0
559,"Spain","Female",52,3,0,1,1,0,83073.05,1
642,"Spain","Male",41,3,0,2,1,1,166876.1,0
850,"France","Male",33,9,157780.75,1,0,1,134878.62,0
695,"Spain","Male",40,5,0,2,1,1,147913.56,0
686,"Spain","Male",34,9,0,1,1,0,127569.8,1
733,"France","Female",58,1,0,2,0,0,131372.38,0
682,"France","Male",37,4,0,2,1,1,177519.06,0
541,"France","Male",37,9,118636.92,1,1,1,73551.44,0
569,"Spain","Female",66,8,0,2,1,1,79618.79,0
656,"France","Male",51,4,0,1,0,0,140168.36,1
718,"France","Female",33,0,0,2,1,1,175844.71,0
679,"France","Female",37,8,0,1,1,1,163583.2,0
704,"Germany","Male",30,7,141787.31,2,1,1,109685.61,0
667,"Spain","Male",35,9,0,2,1,1,35770.83,0
756,"France","Male",28,2,0,1,1,0,62700.08,1
728,"Spain","Male",37,9,132412.79,1,1,1,72945.84,0
467,"Spain","Female",57,9,0,1,1,0,173680.23,1
652,"France","Male",36,0,0,2,1,1,100835.17,0
711,"France","Female",32,4,0,2,1,1,92820.07,0
588,"France","Female",51,7,0,2,1,1,146651.99,0
638,"France","Male",33,7,0,2,1,0,129975.54,0
568,"France","Female",38,0,0,2,1,0,159800.16,0
644,"France","Male",41,6,0,1,1,1,46824.08,0
684,"France","Male",27,3,103764.56,1,0,1,173682.08,0
710,"France","Male",32,9,0,2,1,0,127059.4,0
677,"Germany","Female",40,2,137933.09,2,0,0,8128.32,0
737,"Germany","Female",56,7,154737.96,1,0,0,4441.54,1
636,"France","Male",40,9,155619.58,1,1,0,62733.05,0
721,"France","Female",40,4,0,2,1,0,62112.7,0
554,"France","Female",38,2,132876.23,2,0,1,167087.33,0
627,"Germany","Male",38,6,106922.92,2,0,1,84270.09,0
589,"Spain","Male",29,3,171335.96,2,1,1,121804.39,0
587,"Spain","Male",31,9,0,2,1,1,64460.06,0
489,"France","Male",37,7,160980.03,1,0,0,145936.28,0
651,"France","Male",31,3,0,2,1,1,199661.41,0
608,"Germany","Male",36,4,62400.29,2,1,1,174032.64,0
586,"Spain","Female",34,3,74309.81,1,0,1,15034.93,0
727,"Germany","Female",59,5,152581.06,2,1,1,71830.1,0
604,"France","Male",44,1,108711.57,2,1,0,176902.32,0
695,"France","Female",39,10,100374.58,1,1,1,4888.91,0
585,"France","Male",32,0,0,2,1,1,145578.28,0
685,"France","Male",44,6,110540.43,1,0,0,196395.25,1
749,"Spain","Male",45,0,131778.81,1,1,1,54865.92,0
554,"France","Female",40,3,0,2,1,0,127557.02,0
671,"Spain","Female",36,8,95679.29,2,1,0,173386.95,0
633,"France","Male",36,8,0,2,1,1,57961.9,0
523,"France","Female",45,10,0,2,0,1,121428.2,1
699,"France","Male",29,8,0,1,1,1,76510.46,0
652,"Germany","Female",46,1,109166.56,1,1,1,170980.86,1
746,"Germany","Male",43,9,104469.43,2,1,0,52345.88,1
575,"Germany","Female",44,8,119496.22,1,1,0,72929.8,1
742,"Germany","Male",45,9,128743.55,2,0,0,102930.46,0
696,"Spain","Male",42,1,0,2,1,0,122950.87,0
604,"France","Female",28,5,135470.9,1,1,0,187900.12,0
731,"Germany","Male",38,4,118520.92,1,1,0,74858.2,1
579,"Spain","Male",40,5,0,1,1,0,93716.94,1
654,"Spain","Male",40,9,105683.63,1,1,0,173617.09,0
549,"France","Female",29,4,168078.83,1,1,1,171099.22,0
554,"France","Male",43,2,0,2,1,1,175893.53,0
682,"France","Male",36,5,98488.18,1,1,0,171045.65,0
603,"France","Male",34,4,0,2,1,0,53584.03,0
566,"France","Male",44,8,138740.24,2,1,1,154700.61,0
756,"France","Female",47,10,0,1,1,1,161051.75,1
723,"France","Male",38,3,152390.26,1,1,1,123885.88,0
569,"Germany","Male",30,2,109196.66,3,1,0,109393.19,0
616,"Spain","Male",32,5,113641.49,4,1,0,147720.27,1
753,"Germany","Male",54,3,125023.1,1,1,1,131173.9,1
493,"France","Male",35,6,0,2,1,0,46772.37,0
710,"Spain","Female",46,7,0,1,1,0,180595.02,0
671,"France","Male",31,0,116234.61,1,0,0,172096.08,0
657,"Germany","Female",40,8,99165.84,1,1,0,119333.95,0
599,"Spain","Male",49,8,0,1,1,1,66526.01,1
632,"Germany","Male",22,4,137510.41,1,0,0,109623.36,0
680,"France","Male",35,4,0,2,1,1,64771.61,0
749,"France","Female",41,5,68345.86,1,1,0,132801.57,0
708,"France","Female",50,0,0,3,0,0,61290.99,1
592,"France","Male",45,4,0,1,1,0,56583.88,1
696,"France","Female",40,3,0,2,0,1,143566.31,0
731,"France","Male",38,2,0,2,0,1,103787.28,0
616,"France","Male",39,7,0,1,1,0,145562.36,0
633,"France","Male",40,3,0,2,1,0,62746.54,0
683,"Germany","Male",30,5,131647.01,2,1,0,138370.75,0
570,"France","Male",36,7,0,2,1,0,167036.81,0
713,"France","Male",33,3,157848.53,1,1,1,180626.36,0
718,"France","Male",35,1,136526.26,1,1,1,133814.28,0
744,"France","Female",38,9,0,2,1,0,157871.55,0
720,"Germany","Female",43,10,110822.9,1,0,0,72861.94,1
583,"France","Male",39,2,0,1,1,0,62762.12,0
725,"France","Female",44,5,113599.42,1,0,1,93777.61,0
792,"Spain","Male",27,2,0,2,1,1,179453.66,0
750,"France","Female",39,9,0,1,0,0,182076.97,1
755,"Germany","Female",34,2,83492.74,1,1,0,105558.9,0
589,"France","Female",33,7,0,2,1,1,110593.62,0
595,"France","Male",25,4,0,2,1,0,141533.19,0
773,"France","Female",30,4,0,2,1,0,142872.68,0
567,"Spain","Female",41,9,0,1,1,0,3414.72,1
775,"Germany","Male",35,2,96834.78,1,1,1,94620,0
584,"France","Male",36,7,0,2,1,0,178028.96,0
567,"Spain","Female",41,3,0,2,1,0,35450.53,0
634,"Spain","Male",37,3,108867,1,1,1,92568.07,0
714,"Spain","Male",33,2,0,2,0,1,120892.65,0
756,"France","Male",38,3,169988.35,2,1,0,57589.29,0
556,"France","Female",26,8,0,2,1,1,146677.78,0
593,"Spain","Female",62,0,0,1,1,1,103832.58,1
634,"France","Male",36,1,0,1,1,1,125422.66,0
693,"Germany","Male",37,9,160132.75,2,1,0,174815.54,0
679,"France","Male",41,4,0,1,1,0,162697.9,0
716,"Spain","Female",40,2,122552.34,2,1,1,38131.77,0
640,"France","Male",25,7,106307.91,2,1,1,113428.77,0
759,"Spain","Female",41,7,147936.42,1,1,1,106785.7,0
744,"France","Female",52,8,102882.4,2,1,0,32421.32,1
683,"Spain","Male",29,0,133702.89,1,1,0,55582.54,0
711,"France","Male",29,1,68598.56,2,1,1,194686.78,0
695,"France","Female",38,1,0,2,1,1,3830.59,0
498,"Germany","Male",35,4,105473.74,1,0,1,193008.51,0
656,"Spain","Female",40,8,147910.3,1,1,1,125909.87,0
701,"Spain","Male",40,9,0,2,0,0,167032.49,0
645,"Germany","Male",28,4,151855.33,1,1,0,109733.73,0
645,"France","Male",31,4,132351.29,1,1,0,151887.16,0
585,"Germany","Female",51,8,93522.15,1,1,1,103557.82,1
656,"France","Female",33,5,0,2,1,1,136935.22,0
506,"Spain","Male",50,3,0,2,1,1,12016.79,0
687,"Germany","Female",38,4,133377.8,1,1,1,93568.77,0
676,"Spain","Male",32,1,128100.29,1,1,0,119259.34,0
674,"Germany","Male",47,8,106901.94,2,0,1,2079.2,0
663,"France","Female",41,2,0,1,1,1,177655.68,0
596,"Germany","Male",48,8,100946.71,1,0,1,1243.97,1
659,"France","Male",32,9,95377.13,1,1,0,187551.24,1
607,"France","Male",63,2,0,2,1,1,114190.3,1
556,"France","Male",42,9,0,2,0,1,28667.56,0
717,"France","Male",40,6,0,2,1,0,158027.57,0
656,"Germany","Female",46,4,100315.1,2,1,0,78770.86,0
739,"France","Male",47,5,0,2,1,0,122960.98,0
689,"Germany","Female",55,4,0,2,1,1,42364.75,0
603,"Germany","Male",39,4,121217.11,2,1,1,103717.95,0
748,"France","Male",30,7,0,2,1,1,187839.9,0
717,"France","Female",22,1,0,2,1,1,103557.85,0
738,"France","Male",36,1,0,2,1,1,96881.32,0
743,"France","Female",26,7,0,2,1,0,193995.37,0
663,"Germany","Female",33,9,133973.27,2,1,0,131083.5,0
663,"France","Female",50,8,0,1,1,0,62349.64,1
546,"Spain","Female",48,8,106074.89,1,1,0,187921.3,1
669,"Spain","Male",36,1,93796.42,1,1,1,169469.3,0
707,"France","Female",36,6,0,2,1,1,98810.78,0
495,"Germany","Female",44,4,137555.34,1,1,0,124872.43,0
573,"France","Female",36,7,104784.66,2,1,0,67830.02,0
714,"Germany","Male",35,6,117301.61,1,1,1,64815.05,0
717,"Spain","Female",46,4,0,2,1,0,74846.67,0
850,"Spain","Female",37,3,0,2,0,0,73549.24,0
708,"France","Female",47,3,0,2,1,0,199390.45,0
653,"France","Female",47,7,0,1,0,0,143049.72,1
850,"France","Male",28,8,133314.4,2,1,0,187925.4,0
704,"Germany","Female",35,10,155782.92,2,0,1,187985.64,0
632,"France","Male",60,8,0,2,1,1,1474.79,0
621,"France","Male",39,8,0,1,1,0,53379.52,0
683,"Spain","Male",35,9,61172.04,2,0,0,82951.12,0
712,"France","Female",31,4,0,2,0,1,144584.29,0
545,"Spain","Female",44,4,0,1,1,1,82614.89,1
581,"Germany","Female",40,1,131402.21,1,0,0,109496.69,1
616,"France","Female",37,1,0,2,1,0,183490.99,0
652,"France","Female",39,5,170932.85,1,1,0,160968.74,0
628,"Germany","Male",71,5,134593.35,1,1,1,166957.2,1
708,"France","Female",46,1,133659.46,1,0,1,90591.32,0
600,"France","Male",34,6,0,2,1,1,146613.43,0
633,"France","Male",29,7,0,2,1,0,71363.94,0
643,"France","Male",35,2,0,2,1,0,47318.75,0
592,"France","Male",31,7,71872.19,1,1,0,151924.9,1
803,"Spain","Male",33,9,0,2,1,0,113677.53,0
537,"Germany","Female",54,2,115462.02,2,0,0,55337.79,0
596,"France","Female",32,10,118886.55,1,1,0,72993.67,0
775,"France","Female",25,1,0,1,1,1,142516.35,0
652,"Spain","Female",47,3,131284.78,1,1,0,119100.05,1
631,"Spain","Male",31,6,0,2,1,1,102640.52,0
595,"Spain","Female",71,5,61688.61,2,1,1,132404.64,0
679,"Spain","Female",36,3,169832.57,1,1,1,126223.84,0
649,"France","Male",37,7,0,2,1,1,74580.8,0
645,"France","Male",40,4,0,2,1,1,140889.32,0
554,"France","Female",25,1,0,1,1,0,5983.8,0
632,"France","Female",31,4,0,2,1,0,61531.86,0
792,"France","Male",49,8,0,1,1,0,199644.2,1
584,"France","Female",39,3,112687.69,1,1,1,127749.61,0
711,"France","Male",37,8,0,2,1,1,12905.89,0
685,"France","Female",31,9,0,1,1,0,101677.46,1
751,"France","Male",31,8,0,2,0,0,17550.49,1
683,"France","Female",55,1,0,1,1,0,187987.04,0
662,"France","Male",32,3,133950.37,1,1,1,48725.68,0
752,"France","Male",40,0,0,2,1,0,88669.89,0
748,"Spain","Male",39,8,0,2,0,1,77965.67,0
746,"Spain","Male",39,9,115462.07,1,1,0,93716.35,0
661,"France","Female",37,4,0,2,0,1,17978.68,0
553,"Spain","Female",29,3,0,1,0,1,126675.46,1
594,"France","Female",27,2,0,2,1,1,187985.12,0
512,"France","Male",30,2,0,2,1,0,88827.67,0
699,"France","Female",50,5,0,1,1,0,184312.66,1
583,"France","Male",34,3,0,2,1,0,67944.09,0
732,"Germany","Male",42,3,108393.35,2,1,1,121894.31,0
569,"France","Male",26,9,0,2,1,0,44251.33,0
695,"France","Male",46,1,0,3,1,1,56297.85,0
651,"France","Female",28,0,139064.06,1,0,1,44965.44,0
716,"France","Female",32,4,185714.28,1,1,1,60552.44,0
585,"France","Female",39,5,0,2,1,1,123410.98,0
566,"Germany","Female",40,6,97001.36,2,1,0,154486.01,0
535,"France","Male",32,1,0,2,1,1,142404.34,0
757,"Spain","Male",44,4,0,2,1,0,172495.81,0
717,"France","Female",50,2,0,2,1,1,79866.73,0
608,"France","Male",32,7,79962.92,1,1,0,60901.72,0
705,"Germany","Female",35,2,144272.07,1,1,0,121299.14,1
581,"Spain","Female",43,4,170172.9,1,1,1,100236.02,0
651,"France","Female",58,4,0,2,1,1,125940.27,0
591,"Spain","Female",33,1,132446.08,1,1,1,156858.2,0
702,"Germany","Female",47,9,113381.72,1,1,0,54478.41,1
646,"Spain","Female",32,3,0,1,1,0,27509.8,0
451,"France","Male",33,6,0,2,0,1,184954.11,0
593,"Spain","Female",45,4,0,2,1,0,144423.05,0
708,"France","Male",26,2,0,2,1,0,162719.69,0
670,"France","Female",40,3,0,1,0,1,140754.19,1
540,"France","Female",35,2,0,3,1,1,73857.15,0
649,"France","Male",43,3,0,2,1,0,132783.8,0
758,"France","Female",32,2,84378.9,1,1,1,75396.43,0
608,"France","Male",27,3,151637.73,1,1,1,40774.01,0
505,"France","Male",28,9,0,2,1,0,144725.14,0
714,"France","Male",41,7,0,2,1,1,162865.63,0
686,"France","Male",34,5,0,2,1,1,164549.74,0
670,"France","Male",27,10,104486.11,2,1,0,126013.58,0
731,"Germany","Male",47,6,91287.97,1,1,0,115037.93,1
595,"Spain","Female",38,2,171646.76,1,1,1,176728.28,0
809,"France","Female",28,7,96863.13,1,1,1,140937.97,0
705,"France","Female",21,5,0,2,0,1,80619.09,0
722,"France","Female",45,2,0,1,1,0,88866.92,1
648,"Spain","Female",39,9,0,2,1,0,87978.54,0
652,"Spain","Male",42,2,121542.39,1,1,1,172448.08,0
692,"France","Male",26,2,0,1,1,1,47729.33,0
727,"Spain","Male",33,1,0,2,1,1,56767.67,0
726,"France","Female",38,0,145974.79,2,1,1,137694.23,0
733,"Germany","Female",40,5,133667.97,2,1,1,182729.34,0
623,"France","Male",36,7,0,1,0,0,129526.57,0
678,"Spain","Male",36,3,112029.83,1,1,1,186948.35,1
712,"France","Male",40,6,0,2,1,1,95009.6,0
554,"Germany","Male",45,8,103741.14,1,1,0,47428.73,0
775,"France","Male",40,7,136623.19,1,1,0,179861.79,0
639,"France","Female",45,7,82231.51,1,1,1,174738.2,1
619,"France","Female",41,3,0,2,1,0,176925.69,0
715,"France","Male",40,8,0,1,1,1,50560.37,1
521,"Germany","Male",51,7,120170.07,1,0,0,125240.8,1
544,"Spain","Male",37,2,104485.24,2,0,0,129964.85,0
651,"France","Male",38,5,0,2,1,0,107964.36,0
758,"Germany","Female",49,6,131647.01,1,1,1,119348.28,1
712,"Spain","Female",29,8,147035.97,1,0,1,141053.85,0
605,"Germany","Male",37,6,90560.3,2,1,1,42607.69,0
842,"Spain","Male",34,7,0,1,1,0,91574.92,0
789,"France","Male",47,7,0,1,1,0,174196.68,1
733,"Spain","Male",32,3,92316.32,1,1,1,88566.9,0
680,"Spain","Male",28,6,0,2,1,0,136534.49,0
501,"Germany","Female",27,2,132351.29,1,1,1,27654.44,0
807,"France","Male",46,8,0,1,1,1,53311.02,1
721,"Spain","Male",38,1,97630.02,2,1,0,141446.01,0
559,"France","Female",33,3,0,1,1,1,120818.38,0
715,"France","Female",25,3,0,2,1,0,30380.12,0
669,"France","Female",37,3,0,2,1,0,143795.64,0
709,"France","Female",40,8,0,1,1,1,131177.22,1
608,"France","Male",32,5,0,1,1,1,152499.8,0
611,"Germany","Male",35,2,102708.77,2,1,1,177092.16,0
732,"France","Female",29,8,0,2,0,0,128815.33,0
489,"Spain","Female",21,4,0,2,0,1,55601.44,0
652,"France","Female",41,3,85801.61,1,1,1,164822.18,0
627,"Spain","Female",35,7,0,1,1,1,114469.55,0
505,"France","Male",43,5,127146.68,1,0,0,137565.87,1
850,"France","Male",31,2,96863.13,2,1,0,121681.19,0
597,"France","Male",41,5,0,2,1,1,93825.78,0
638,"Spain","Female",32,0,0,2,1,0,160129.99,0
656,"France","Male",34,4,0,2,0,1,84760.32,0
587,"France","Female",29,5,0,1,1,0,74850.84,0
494,"France","Female",33,1,137853,2,0,1,90273.85,0
850,"Germany","Female",30,3,104911.35,2,1,1,42933.26,1
661,"Spain","Male",27,9,0,2,1,0,177737.05,0
565,"France","Male",27,7,0,2,1,0,70783.61,0
644,"France","Female",41,6,61687.33,1,1,0,105965.25,0
729,"France","Male",36,0,0,2,0,1,173365.85,0
682,"Spain","Female",32,4,0,2,1,1,132436.71,0
553,"France","Male",24,9,0,1,1,1,117626.9,1
850,"Spain","Female",38,2,0,2,1,0,119969.99,0
596,"France","Female",46,2,0,1,1,1,138380.11,1
559,"Spain","Male",42,3,0,1,1,0,1408.68,1
684,"Germany","Male",39,4,139986.15,1,1,0,159823.17,1
705,"Spain","Female",28,7,170856.76,1,1,0,51919.27,0
463,"France","Male",31,5,0,2,0,1,33747.03,0
655,"France","Female",39,9,0,2,1,1,93535.36,0
769,"France","Male",36,6,0,1,0,1,36145.53,0
674,"Germany","Male",56,4,94231.13,1,0,1,121175.86,0
696,"Spain","Female",31,5,0,2,1,0,63795.8,0
652,"France","Female",38,7,0,2,0,1,190998.96,0
614,"France","Male",31,9,0,2,1,0,93777.62,0
723,"France","Male",41,4,0,2,1,1,173599.38,0
637,"France","Male",27,0,146050.68,1,1,1,156518.48,0
529,"Spain","Female",35,5,0,2,1,0,77959.25,0
645,"Germany","Female",49,4,107786.47,1,1,0,173683,1
775,"Spain","Male",39,8,117438.92,1,0,1,52710.7,0
730,"France","Male",34,9,103560.74,1,1,0,130835.92,0
651,"Germany","Male",43,6,92716.96,2,1,0,105125.65,0
707,"Spain","Male",45,9,0,2,0,1,196395.25,0
543,"France","Male",30,3,140916.81,1,1,0,157711.18,1
809,"Germany","Male",39,8,134740.58,2,0,0,71862.81,0
629,"Spain","Male",31,6,0,2,0,0,93881.75,0
546,"Germany","Female",37,1,106074.89,2,1,1,26389.92,0
599,"France","Male",29,2,0,2,1,1,170421.13,0
724,"France","Male",30,3,83161.65,1,1,1,116885.59,0
578,"France","Male",47,4,0,2,1,1,62388.59,0
705,"France","Male",38,3,113858.95,1,1,1,86701.4,0
586,"France","Male",39,9,0,2,1,0,148848.67,0
637,"France","Female",34,8,0,2,1,0,106799.49,0
842,"France","Female",40,1,0,1,0,0,174478.54,0
